barcode_id,brand,product_name,energy_kcal,protein_g,sodium_mg,has_msg,country
5285000396437,null,,467.0,9.0,1600.0,0,"Morocco, en:tunisia"
0089686120073,Indomie,indoumi goût poulet,453.0,11.4,1840.0,0,"Morocco,Tunisia,Qatar"
8852018101024,Yum Yum,YumYum Chicken,62.9,0.98,252.0,1,"Tschechien,Dänemark,Frankreich,Deutschland,Niederlande"
5285000397465,beldi,Indomie,443.0,10.0,0.0,0,"Morocco, en:tunisia"
8801043150620,NONGSHIM,"Shin Ramyun Instant Noodles, Hot & Spicy",422.0,8.2,1520.0,1,"Croatia,France,Germany,South Korea,Switzerland,United Kingdom,Lithuania"
8852018101055,"Yum Yum,YumYum",Shrimp Flavour,75.0,1.3,368.0,1,"Finnland,Frankreich,Deutschland"
5285000396819,Indomie,Poulet citron,447.0,10.0,730.0,1,"Morocco,Tunisia"
5000354405099,Batchelors,SUPER NOODLES Chicken flavour,146.0,2.93,187.0,1,United Kingdom
8852018101017,"Yum Yum, YumYum",YumYum Beef,79.0,1.2,384.0,1,"Belgique,Danemark,France,Allemagne,Thaïlande"
6111269970417,Noody,Ramen,440.0,10.8,1200.0,0,ma
8801073113893,Samyang,Carbonara Buldak Spicy Ramen,423.0,6.15,1020.0,0,"Finland,France,Germany,Morocco,Norway,Thailand"
3229820181363,Tanoshi,Ramen soja caramel,163.0,5.3,600.0,0,France
8901058000290,Nestlé,maggi,384.0,8.14,1.03,0,India
5997523313111,NISSIN,Soba classic,206.0,5.9,760.0,1,"Belgien,Frankreich,Deutschland,Schweiz"
8801073110502,Samyang,Buldak HOT Chicken Flavor Ramen,400.0956022314,10.0,1180.0,1,"Bolivia,Croatia,France,Germany,Morocco,Netherlands,South Korea,United Kingdom,United States"
8852018101062,Yum Yum,Vegetable Flavour,0.0,9.1,840.0,1,"Frankreich,Deutschland"
8801073113428,"Buldak,Samyang",Spicy Ramen,393.0,9.29,971.0,0,"Croatia,Denmark,Finland,France,Germany,Morocco,Netherlands"
8712429350100,Nissin,Demae Ramen - Chicken,0.0,0.0,0.0,1,"Frankreich,Deutschland,Schweden,Schweiz,Vereinigtes Königreich"
3229820762043,Tanoshi,Nouilles poulet teriyaki,84.0,1.6,296.0,0,France
0089686120714,Indomie,Fried Noodles,475.0,8.75,1300.0,1,"France, Indonesia, en:morocco"
8722700027775,"Knorr, Unilever","Soupe Thai  (Nouilles, champignons et pousses de soja)  د تای سوپ",377.0,10.0,3240.0,0,France
00322768,Sainsbury's,Medium egg Noodles,0.0,0.0,0.0,0,United Kingdom
8801073113312,Buldak,Buldak Artificial Spicy Chicken Flavor,407.0,9.29,971.0,0,"France,Germany,Malaysia,Morocco,Norway,Singapore"
00322775,Sainsbury's,Wholewheat medium Noodles,158.0,5.9,20.0,0,United Kingdom
5000118203503,Pot Noodle,Chicken & Mushroom Flavour Pot Noodle,457.0,10.3,830.0,1,"France,Ireland,United Kingdom,en:australia"
3229820765365,Tanoshi,Ramen saveur boeuf,160.0,5.2,760.0,0,France
8852018101031,Yum Yum,Instant Noodles Duck Flavour,75.0,1.2,388.0,1,"Kamerun,Frankreich,Deutschland"
5060262485286,Itsu,Rice noodles Satay flavour,0.0,0.0,0.0,0,United Kingdom
8851876201549,Mama,Mama Instant Rice Noodles,353.0,6.0,68.0,0,"Finland,France,United Kingdom"
8410300349952,Gallina Blanca,Yatekomo Pollo,92.6,2.13,330.0,1,"Francia,España"
3229820765372,Tanoshi,Nouilles japonaises saveur boeuf teppanyaki,80.0,1.9,340.0,0,France
5060262489741,Itsu,Rice noodles chick-n ramen,69.0,1.66,263.0,0,United Kingdom
5000118203664,KING,POT noodle Chicken & Mushroom flavour,136.0,3.12,235.0,1,"France, United Kingdom"
5060262485309,itsu,Rice noodles chilli miso,71.9,1.67,328.0,0,United Kingdom
5997523313159,Nissin,Soba Cup Noodles Teriyaki,203.0,5.4,592.0,1,"Belgium,France,Germany"
3229820783017,Tien Shan,Nouilles de blé instantanées saveur poulet,111.0,2.5,0.0,1,France
8410300352327,Gallina Blanca,Yakisoba classic,222.0,4.8,520.0,1,"Francia,España"
5997523311230,Nissin,SOBA Cup Yakitori Poulet,221.0,4.9,760.0,1,France
3229820783031,Tien Shan,Mian Tiao saveur boeuf - 85 g - Tien Shan,112.0,2.6,320.0,1,France
8712429350407,Nissin,"Demae ramen, sésame",91.0,2.0,440.0,1,"France, Germany, Switzerland, en:united-kingdom"
5285000395164,Maroc,Instant Noodles Vegetables Flavour,450.0,11.0,800.0,1,"France, Morocco, en:iraq"
8712429361106,Nissin,Demae Ramen Spicy,0.0,0.0,0.0,1,"Finnland,Frankreich,Deutschland,Schweden,Vereinigtes Königreich"
0041789002113,Maruchan,Ramen Noodle Soup,430.0,9.3,1770.0,1,United States
0841165156887,Noodlicious,Nouilles Instantanées : Poulet,479.0,8.2,1180.0,1,"Belgien, Frankreich, Germany"
8801043022705,Nongshim,SOON VEGGIE RAMYUN NOODLE,430.0,9.0,1640.0,0,"Croatie,République tchèque,France,Allemagne,Philippines,Roumanie,Russie,Suisse"
5997523317232,Nissin,Coup Noodles Beef,78.0,2.5,480.0,1,France
4088600260457,Make In Minutes By Aldi,Instant noodles chicken flavour,143.0,3.29,120.0,1,"France, en:united-kingdom"
3038359003370,Lustucru,Lustucru banzaï noodle saveur curry,82.0,1.7,348.0,1,France
5056053308667,Yorkshire Provender,Thai Green Chicken Noodles Soup,56.0,2.8,0.6,0,en:gb
4820179256918,REEVA,Instant soup with chicken flavor,413.0,7.5,2200.0,1,"Bulgaria, Romania, en:latvia"
0841165156870,Noodlicious,instant noodles,100.0,0.0,232.0,1,"Belgium, Germany, en:france"
8801043157742,Nongshim,Shin Kimchi,427.0,9.6,1800.0,1,"France,Germany,Switzerland,United Kingdom"
8445290753755,Maggi,Soupe chinoise déshydratée,27.0,0.9,220.0,0,France
3229820786711,"Tanoshi, Tanoshi japon",Nouilles Japonaises saveurs légumes et sauce soja,83.0,1.6,268.0,0,France
5997523315535,Nissin,Soba Chilli Noodles,0.0,0.0,0.0,1,"France,United Kingdom"
0070662010037,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup,447.0,10.6,106.0,1,United States
8852018101079,YumYum,Curry Flavour,0.0,0.0,0.0,1,"Belgium,France,Germany"
5060262485262,Itsu,Katsu rice noodles cup,338.0,6.98,1100.0,0,United Kingdom
